team,player,minute,x,y
Argentina,Marcos Javier Acuña,96,69.3,12.8
Argentina,Julián Álvarez,96,95.4,9.2
Argentina,Rodrigo Javier De Paul,96,89.5,31.0
Argentina,Lionel Andrés Messi Cuccittini,96,92.0,54.7
France,Aurélien Djani Tchouaméni,97,42.0,36.1
France,Adrien Rabiot,97,55.0,34.2
France,Aurélien Djani Tchouaméni,97,64.2,28.0
France,Jules Koundé,98,65.9,58.1
France,Kingsley Coman,98,84.3,74.4
Argentina,Enzo Fernandez,98,20.6,31.2
Argentina,Lionel Andrés Messi Cuccittini,98,34.5,30.3
Argentina,Julián Álvarez,98,79.4,11.3
Argentina,Lionel Andrés Messi Cuccittini,98,99.5,33.5
Argentina,Rodrigo Javier De Paul,98,102.9,47.9
Argentina,Lionel Andrés Messi Cuccittini,98,102.9,35.5
France,Eduardo Camavinga,45,23.8,47.8
France,Aurélien Djani Tchouaméni,90,51.6,43.2
France,Adrien Rabiot,90,49.7,30.3
France,Eduardo Camavinga,90,52.2,8.5
France,Dayotchanculle Upamecano,90,39.2,20.1
France,Jules Koundé,90,39.2,59.0
France,Kingsley Coman,90,77.9,74.8
Argentina,Alexis Mac Allister,90,40.7,13.6
Argentina,Nicolás Hernán Otamendi,90,30.4,14.1
Argentina,Enzo Fernandez,90,33.9,23.5
Argentina,Alexis Mac Allister,90,44.6,19.2
Argentina,Julián Álvarez,90,72.4,23.5
Argentina,Enzo Fernandez,90,45.6,37.4
Argentina,Rodrigo Javier De Paul,90,51.6,48.7
Argentina,Marcos Javier Acuña,91,85.2,2.5
Argentina,Nicolás Hernán Otamendi,91,55.0,14.9
Argentina,Cristian Gabriel Romero,91,44.3,47.0
Argentina,Gonzalo Ariel Montiel,91,74.7,74.6
Argentina,Lionel Andrés Messi Cuccittini,91,75.8,71.8
Argentina,Enzo Fernandez,91,72.8,58.3
Argentina,Gonzalo Ariel Montiel,91,68.5,66.0
Argentina,Lionel Andrés Messi Cuccittini,91,77.5,74.4
Argentina,Rodrigo Javier De Paul,91,90.3,74.8
Argentina,Enzo Fernandez,91,78.8,59.8
Argentina,Marcos Javier Acuña,92,94.6,4.6
France,Kingsley Coman,92,71.7,66.5
Argentina,Alexis Mac Allister,92,43.9,17.9
Argentina,Marcos Javier Acuña,92,48.4,9.6
Argentina,Alexis Mac Allister,92,51.2,20.7
Argentina,Rodrigo Javier De Paul,92,55.9,41.0
Argentina,Lionel Andrés Messi Cuccittini,92,84.3,54.7
France,Jules Koundé,93,25.5,66.0
France,Raphaël Varane,93,27.0,49.2
France,Adrien Rabiot,93,38.8,30.8
France,Raphaël Varane,93,34.7,48.7
France,Jules Koundé,93,52.0,74.8
France,Aurélien Djani Tchouaméni,93,45.2,65.0
France,Jules Koundé,93,48.2,76.7
France,Hugo Lloris,93,11.6,54.1
France,Marcus Thuram,93,80.5,31.2
France,Kylian Mbappé Lottin,93,94.2,31.8
Argentina,Cristian Gabriel Romero,93,37.9,48.5
France,Aurélien Djani Tchouaméni,93,59.7,17.7
France,Eduardo Camavinga,93,63.4,8.1
France,Dayotchanculle Upamecano,93,48.8,17.7
France,Adrien Rabiot,93,54.4,25.6
France,Randal Kolo Muani,94,86.2,53.4
Argentina,Rodrigo Javier De Paul,94,37.5,50.0
Argentina,Julián Álvarez,94,52.3,36.5
Argentina,Marcos Javier Acuña,94,47.1,15.3
Argentina,Nicolás Hernán Otamendi,94,33.4,24.5
Argentina,Marcos Javier Acuña,94,45.0,16.0
Argentina,Damián Emiliano Martínez,94,13.3,34.6
France,Eduardo Camavinga,95,43.9,20.7
France,Youssouf Fofana,95,55.4,21.3
France,Eduardo Camavinga,95,54.8,11.7
France,Marcus Thuram,95,76.4,6.2
France,Eduardo Camavinga,95,70.2,12.6
France,Youssouf Fofana,95,74.7,14.7
France,Aurélien Djani Tchouaméni,95,68.9,31.0
France,Jules Koundé,95,61.2,68.0
France,Raphaël Varane,95,56.9,51.5
France,Youssouf Fofana,95,63.8,46.6
France,Dayotchanculle Upamecano,95,55.2,33.1
France,Eduardo Camavinga,95,60.4,10.6
France,Dayotchanculle Upamecano,95,54.6,18.6
France,Kylian Mbappé Lottin,96,89.7,19.8
Argentina,Enzo Fernandez,96,41.6,32.2
Argentina,Rodrigo Javier De Paul,96,48.6,57.0
Argentina,Nicolás Hernán Otamendi,96,42.0,27.7
Argentina,Nicolás Alejandro Tagliafico,96,49.5,10.0
Argentina,Nicolás Hernán Otamendi,96,39.0,18.1
Argentina,Enzo Fernandez,96,41.8,29.2
Argentina,Rodrigo Javier De Paul,96,53.7,42.3
Argentina,Lionel Andrés Messi Cuccittini,96,73.0,47.0
Argentina,Alexis Mac Allister,96,78.8,30.1
Argentina,Marcos Javier Acuña,96,100.4,4.9
Argentina,Marcos Javier Acuña,97,46.0,13.2
Argentina,Nicolás Hernán Otamendi,98,19.7,23.2
Argentina,Cristian Gabriel Romero,98,20.6,52.1
Argentina,Enzo Fernandez,98,34.3,52.1
Argentina,Gonzalo Ariel Montiel,98,43.7,75.2
Argentina,Enzo Fernandez,98,35.1,70.5
Argentina,Alexis Mac Allister,98,25.3,46.6
Argentina,Rodrigo Javier De Paul,98,34.1,73.1
Argentina,Lionel Andrés Messi Cuccittini,98,56.1,72.2
France,Aurélien Djani Tchouaméni,98,64.0,19.4
France,Kylian Mbappé Lottin,98,88.0,24.3
Argentina,Rodrigo Javier De Paul,98,5.0,69.5
Argentina,Julián Álvarez,99,21.5,74.4
France,Jules Koundé,100,94.6,72.3
France,Raphaël Varane,100,106.6,40.2
Argentina,Cristian Gabriel Romero,101,22.9,54.3
Argentina,Gonzalo Ariel Montiel,101,55.2,73.9
France,Randal Kolo Muani,101,73.2,7.4
Argentina,Cristian Gabriel Romero,102,45.2,60.9
Argentina,Nicolás Hernán Otamendi,102,38.8,28.8
Argentina,Cristian Gabriel Romero,102,36.0,50.4
Argentina,Enzo Fernandez,102,41.6,71.4
Argentina,Gonzalo Ariel Montiel,102,54.2,74.2
Argentina,Enzo Fernandez,102,58.7,64.5
Argentina,Nicolás Hernán Otamendi,102,23.6,25.2
Argentina,Leandro Daniel Paredes,102,22.3,44.2
Argentina,Cristian Gabriel Romero,102,39.6,70.7
Argentina,Marcos Javier Acuña,103,94.6,12.6
France,Kingsley Coman,103,36.8,62.2
Argentina,Leandro Daniel Paredes,103,55.0,19.2
Argentina,Enzo Fernandez,103,65.7,37.4
Argentina,Alexis Mac Allister,103,66.8,30.5
Argentina,Enzo Fernandez,103,71.7,38.9
Argentina,Leandro Daniel Paredes,103,58.9,32.9
Argentina,Marcos Javier Acuña,103,90.1,21.8
Argentina,Lautaro Javier Martínez,104,68.1,49.1
Argentina,Enzo Fernandez,104,73.0,58.5
Argentina,Alexis Mac Allister,104,80.1,40.6
Argentina,Marcos Javier Acuña,104,86.5,25.4
Argentina,Nicolás Alejandro Tagliafico,104,74.9,24.1
Argentina,Alexis Mac Allister,104,81.6,30.5
Argentina,Lionel Andrés Messi Cuccittini,104,83.7,44.0
Argentina,Alexis Mac Allister,104,97.0,45.3
Argentina,Lionel Andrés Messi Cuccittini,104,101.0,38.2
Argentina,Lautaro Javier Martínez,104,107.9,47.8
Argentina,Enzo Fernandez,105,102.5,70.1
France,Eduardo Camavinga,105,23.1,8.7
France,Dayotchanculle Upamecano,105,17.4,17.3
France,Raphaël Varane,105,19.5,39.7
France,Youssouf Fofana,105,33.8,35.0
France,Jules Koundé,105,39.0,66.5
France,Kingsley Coman,105,54.8,76.1
Argentina,Lautaro Javier Martínez,105,98.5,32.4
France,Youssouf Fofana,106,36.4,25.4
France,Eduardo Camavinga,90,37.9,13.6
Argentina,Leandro Daniel Paredes,105,49.5,39.3
Argentina,Gonzalo Ariel Montiel,105,45.4,68.8
Argentina,Leandro Daniel Paredes,105,42.4,50.0
Argentina,Nicolás Hernán Otamendi,105,50.9,21.6
Argentina,Nicolás Alejandro Tagliafico,105,77.7,4.9
Argentina,Marcos Javier Acuña,105,89.2,7.0
Argentina,Alexis Mac Allister,105,93.3,18.6
Argentina,Leandro Daniel Paredes,105,83.0,26.5
Argentina,Lionel Andrés Messi Cuccittini,105,90.7,57.7
Argentina,Gonzalo Ariel Montiel,105,111.5,66.3
Argentina,Gonzalo Ariel Montiel,106,42.8,72.5
Argentina,Leandro Daniel Paredes,106,43.9,63.5
Argentina,Nicolás Alejandro Tagliafico,106,46.0,22.0
Argentina,Nicolás Hernán Otamendi,106,34.3,18.1
Argentina,Cristian Gabriel Romero,106,32.8,56.9
Argentina,Enzo Fernandez,106,45.6,76.1
Argentina,Gonzalo Ariel Montiel,106,80.0,75.0
Argentina,Lionel Andrés Messi Cuccittini,106,103.6,55.8
France,Aurélien Djani Tchouaméni,107,66.4,38.2
Argentina,Gonzalo Ariel Montiel,107,63.1,70.8
Argentina,Lautaro Javier Martínez,107,94.2,56.4
Argentina,Lionel Andrés Messi Cuccittini,107,91.2,58.8
Argentina,Enzo Fernandez,107,95.4,49.4
Argentina,Lautaro Javier Martínez,107,109.3,56.9
France,Jules Koundé,110,48.6,52.1
France,Raphaël Varane,110,45.4,54.9
France,Hugo Lloris,110,15.9,42.7
France,Raphaël Varane,110,36.4,21.8
France,Marcus Thuram,111,76.6,4.0
France,Marcus Thuram,111,86.3,8.7
France,Dayotchanculle Upamecano,111,36.6,24.7
France,Hugo Lloris,111,17.6,36.9
France,Eduardo Camavinga,111,43.5,3.6
France,Youssouf Fofana,111,56.7,26.7
Argentina,Nicolás Hernán Otamendi,111,34.7,43.4
Argentina,Alexis Mac Allister,111,43.9,43.2
Argentina,Enzo Fernandez,111,50.9,58.8
Argentina,Marcos Javier Acuña,111,73.2,6.4
Argentina,Lautaro Javier Martínez,111,83.7,20.1
Argentina,Lautaro Javier Martínez,112,115.8,9.6
Argentina,Lautaro Javier Martínez,112,116.0,10.9
Argentina,Marcos Javier Acuña,112,116.0,4.7
France,Eduardo Camavinga,113,14.0,22.2
France,Jules Koundé,114,87.1,69.7
France,Aurélien Djani Tchouaméni,114,78.6,61.1
France,Jules Koundé,114,72.6,64.3
France,Ibrahima Konaté,114,105.7,63.2
France,Dayotchanculle Upamecano,115,108.3,37.2
Argentina,Leandro Daniel Paredes,118,50.7,44.9
Argentina,Enzo Fernandez,118,56.5,52.8
Argentina,Gonzalo Ariel Montiel,118,94.2,71.4
Argentina,Enzo Fernandez,118,82.6,59.0
Argentina,Lionel Andrés Messi Cuccittini,118,83.7,66.0
Argentina,Enzo Fernandez,118,79.4,43.6
Argentina,Marcos Javier Acuña,118,94.6,21.1
Argentina,Gonzalo Ariel Montiel,119,96.3,76.3
France,Marcus Thuram,119,15.9,6.1
France,Youssouf Fofana,119,27.9,17.0
France,Kylian Mbappé Lottin,119,78.1,4.2
France,Randal Kolo Muani,119,111.5,39.7
Argentina,Paulo Bruno Exequiel Dybala,121,79.8,6.4
Argentina,Nicolás Hernán Otamendi,121,74.7,11.3
Argentina,Germán Alejandro Pezzella,121,53.3,30.5
Argentina,Nicolás Hernán Otamendi,121,64.2,16.4
Argentina,Marcos Javier Acuña,121,78.1,5.3
Argentina,Nicolás Hernán Otamendi,121,62.5,7.9
Argentina,Marcos Javier Acuña,121,65.1,5.1
France,Randal Kolo Muani,121,59.3,75.7
Argentina,Leandro Daniel Paredes,121,54.6,15.6
Argentina,Marcos Javier Acuña,121,57.6,13.9
Argentina,Paulo Bruno Exequiel Dybala,121,79.2,9.6
Argentina,Lautaro Javier Martínez,121,82.6,23.9
Argentina,Enzo Fernandez,121,64.2,27.5
Argentina,Lionel Andrés Messi Cuccittini,121,74.1,34.6
Argentina,Lautaro Javier Martínez,122,92.2,29.9
France,Randal Kolo Muani,122,103.7,45.1
Argentina,Paulo Bruno Exequiel Dybala,122,48.8,47.2
Argentina,Enzo Fernandez,122,42.8,54.1
Argentina,Lionel Andrés Messi Cuccittini,122,58.0,62.4
Argentina,Gonzalo Ariel Montiel,122,104.9,62.6
Argentina,Lautaro Javier Martínez,122,110.8,41.6
Argentina,Enzo Fernandez,123,56.1,22.0
France,Kylian Mbappé Lottin,123,115.8,8.5
France,Aurélien Djani Tchouaméni,0,48.0,43.2
Argentina,Rodrigo Javier De Paul,0,36.0,75.2
Argentina,Cristian Gabriel Romero,0,23.2,62.8
Argentina,Nicolás Hernán Otamendi,0,21.5,32.2
Argentina,Cristian Gabriel Romero,0,21.7,49.3
Argentina,Nicolás Hernán Otamendi,0,24.0,27.3
Argentina,Nicolás Alejandro Tagliafico,0,26.6,3.1
Argentina,Alexis Mac Allister,0,45.6,4.2
Argentina,Cristian Gabriel Romero,1,19.7,33.3
Argentina,Nicolás Hernán Otamendi,1,27.9,22.6
Argentina,Cristian Gabriel Romero,1,27.0,45.9
Argentina,Nicolás Hernán Otamendi,1,25.9,31.6
Argentina,Damián Emiliano Martínez,1,5.6,42.3
France,Theo Bernard François Hernández,1,67.0,7.2
France,Adrien Rabiot,1,72.1,13.4
France,Theo Bernard François Hernández,1,73.6,4.7
France,Raphaël Varane,1,44.1,37.4
France,Jules Koundé,2,45.2,67.1
France,Ousmane Dembélé,2,58.2,77.4
Argentina,Lionel Andrés Messi Cuccittini,2,77.5,36.9
Argentina,Ángel Fabián Di María Hernández,2,116.2,8.9
Argentina,Rodrigo Javier De Paul,2,94.4,56.0
Argentina,Lionel Andrés Messi Cuccittini,2,100.4,57.7
Argentina,Rodrigo Javier De Paul,2,96.7,49.8
France,Antoine Griezmann,3,75.5,63.3
Argentina,Nicolás Hernán Otamendi,3,39.2,16.6
Argentina,Cristian Gabriel Romero,3,26.0,29.3
Argentina,Enzo Fernandez,3,54.4,37.8
Argentina,Cristian Gabriel Romero,3,56.5,60.5
Argentina,Nahuel Molina Lucero,3,67.9,73.5
Argentina,Lionel Andrés Messi Cuccittini,3,69.6,59.4
Argentina,Cristian Gabriel Romero,3,49.0,60.3
Argentina,Ángel Fabián Di María Hernández,4,89.3,3.6
Argentina,Alexis Mac Allister,4,96.1,14.3
Argentina,Ángel Fabián Di María Hernández,4,106.4,3.1
Argentina,Alexis Mac Allister,4,93.1,5.7
France,Kylian Mbappé Lottin,4,37.5,45.1
France,Adrien Rabiot,4,32.1,30.5
France,Theo Bernard François Hernández,4,33.4,7.9
Argentina,Rodrigo Javier De Paul,4,70.2,67.7
France,Jules Koundé,4,17.2,77.2
France,Antoine Griezmann,4,27.2,68.4
Argentina,Alexis Mac Allister,4,92.3,21.5
Argentina,Alexis Mac Allister,4,63.4,36.9
France,Adrien Rabiot,4,53.7,37.2
France,Dayotchanculle Upamecano,4,41.3,35.7
France,Theo Bernard François Hernández,4,58.7,7.4
France,Kylian Mbappé Lottin,5,69.3,5.3
France,Theo Bernard François Hernández,5,56.1,10.2
France,Dayotchanculle Upamecano,5,41.3,16.2
France,Aurélien Djani Tchouaméni,5,41.1,38.2
France,Raphaël Varane,5,27.2,56.6
France,Dayotchanculle Upamecano,5,42.2,25.2
France,Theo Bernard François Hernández,5,69.3,5.1
France,Theo Bernard François Hernández,5,54.2,15.1
France,Jules Koundé,5,40.7,54.7
France,Theo Bernard François Hernández,5,45.8,32.3
France,Jules Koundé,6,44.1,71.4
France,Raphaël Varane,6,33.2,55.6
France,Dayotchanculle Upamecano,6,39.4,26.9
France,Raphaël Varane,6,54.6,39.1
France,Dayotchanculle Upamecano,6,39.6,25.4
France,Raphaël Varane,6,33.8,36.5
France,Dayotchanculle Upamecano,6,23.1,26.7
France,Antoine Griezmann,6,45.8,60.5
France,Aurélien Djani Tchouaméni,6,51.2,45.5
France,Adrien Rabiot,6,61.0,5.1
France,Aurélien Djani Tchouaméni,6,53.5,19.2
France,Raphaël Varane,6,46.0,49.4
Argentina,Enzo Fernandez,7,35.1,53.0
Argentina,Lionel Andrés Messi Cuccittini,7,38.8,53.4
Argentina,Alexis Mac Allister,7,65.3,35.4
Argentina,Alexis Mac Allister,7,73.4,30.1
Argentina,Ángel Fabián Di María Hernández,7,94.2,14.1
Argentina,Alexis Mac Allister,7,92.9,11.3
Argentina,Enzo Fernandez,7,84.1,21.3
France,Antoine Griezmann,7,26.4,59.8
Argentina,Ángel Fabián Di María Hernández,7,106.4,12.3
Argentina,Ángel Fabián Di María Hernández,7,110.2,18.1
Argentina,Rodrigo Javier De Paul,7,98.7,51.7
Argentina,Lionel Andrés Messi Cuccittini,8,107.9,72.9
Argentina,Rodrigo Javier De Paul,8,86.3,67.5
Argentina,Cristian Gabriel Romero,11,35.6,30.7
Argentina,Alexis Mac Allister,11,42.0,22.2
Argentina,Nicolás Alejandro Tagliafico,11,31.1,5.3
Argentina,Nicolás Hernán Otamendi,11,18.7,14.1
Argentina,Damián Emiliano Martínez,11,6.0,33.5
Argentina,Cristian Gabriel Romero,11,10.1,48.9
Argentina,Enzo Fernandez,11,27.9,48.1
Argentina,Enzo Fernandez,11,64.7,49.3
Argentina,Rodrigo Javier De Paul,11,76.9,63.9
Argentina,Lionel Andrés Messi Cuccittini,11,79.8,54.3
Argentina,Ángel Fabián Di María Hernández,11,105.1,14.7
Argentina,Ángel Fabián Di María Hernández,11,103.2,17.5
Argentina,Rodrigo Javier De Paul,12,96.7,23.7
France,Raphaël Varane,12,45.6,51.5
France,Antoine Griezmann,12,65.7,71.6
France,Jules Koundé,12,55.4,77.2
France,Ousmane Dembélé,12,74.7,65.6
France,Ousmane Dembélé,12,75.1,69.3
France,Theo Bernard François Hernández,13,93.3,19.2
France,Kylian Mbappé Lottin,13,100.6,14.3
France,Adrien Rabiot,13,99.5,28.2
Argentina,Nicolás Hernán Otamendi,13,23.6,19.6
Argentina,Cristian Gabriel Romero,13,14.8,51.3
Argentina,Ángel Fabián Di María Hernández,13,79.2,10.4
Argentina,Ángel Fabián Di María Hernández,13,86.5,17.5
Argentina,Lionel Andrés Messi Cuccittini,13,87.1,51.9
France,Ousmane Dembélé,14,89.0,74.4
France,Olivier Giroud,14,80.0,74.4
France,Antoine Griezmann,14,80.9,62.6
Argentina,Julián Álvarez,14,45.8,22.2
Argentina,Rodrigo Javier De Paul,14,45.6,35.2
Argentina,Alexis Mac Allister,14,62.9,23.5
Argentina,Ángel Fabián Di María Hernández,14,75.6,9.6
Argentina,Nicolás Alejandro Tagliafico,14,55.7,4.9
Argentina,Alexis Mac Allister,14,62.9,13.6
Argentina,Enzo Fernandez,14,56.1,33.5
Argentina,Cristian Gabriel Romero,14,47.3,61.8
Argentina,Nicolás Hernán Otamendi,15,51.2,25.6
Argentina,Ángel Fabián Di María Hernández,15,77.3,3.1
Argentina,Nicolás Alejandro Tagliafico,15,62.5,5.3
Argentina,Enzo Fernandez,15,57.2,17.7
Argentina,Nicolás Hernán Otamendi,15,47.3,22.0
Argentina,Cristian Gabriel Romero,15,42.4,47.0
Argentina,Ángel Fabián Di María Hernández,15,68.3,3.4
Argentina,Nicolás Hernán Otamendi,15,56.3,12.8
France,Dayotchanculle Upamecano,15,19.7,17.1
France,Raphaël Varane,15,19.7,41.9
France,Jules Koundé,15,33.0,71.6
France,Dayotchanculle Upamecano,16,24.2,32.5
France,Theo Bernard François Hernández,16,45.2,6.4
Argentina,Lionel Andrés Messi Cuccittini,16,87.8,62.0
France,Raphaël Varane,16,37.7,53.0
France,Dayotchanculle Upamecano,17,26.6,38.9
France,Raphaël Varane,17,28.1,54.1
France,Ousmane Dembélé,17,63.8,77.4
France,Adrien Rabiot,17,62.7,51.9
France,Theo Bernard François Hernández,17,70.8,8.5
France,Kylian Mbappé Lottin,17,83.7,4.9
France,Theo Bernard François Hernández,17,68.9,7.7
France,Dayotchanculle Upamecano,17,45.0,14.3
France,Raphaël Varane,17,42.6,51.9
France,Jules Koundé,17,55.9,74.8
France,Ousmane Dembélé,17,68.9,77.0
France,Jules Koundé,17,75.8,71.4
France,Ousmane Dembélé,17,92.9,77.6
France,Raphaël Varane,18,74.5,61.8
France,Dayotchanculle Upamecano,18,69.1,41.9
France,Theo Bernard François Hernández,18,85.2,5.3
France,Theo Bernard François Hernández,18,103.6,7.9
Argentina,Enzo Fernandez,19,29.6,47.8
Argentina,Nicolás Hernán Otamendi,19,25.5,24.3
Argentina,Nicolás Alejandro Tagliafico,19,42.4,5.3
Argentina,Nicolás Hernán Otamendi,19,32.8,17.7
Argentina,Cristian Gabriel Romero,19,30.0,47.8
Argentina,Cristian Gabriel Romero,19,33.6,54.5
Argentina,Nahuel Molina Lucero,19,48.6,74.8
Argentina,Rodrigo Javier De Paul,19,41.6,62.4
Argentina,Nicolás Hernán Otamendi,19,40.1,23.7
Argentina,Ángel Fabián Di María Hernández,19,65.9,1.9
Argentina,Nicolás Hernán Otamendi,20,51.2,14.5
Argentina,Cristian Gabriel Romero,20,39.2,40.1
Argentina,Rodrigo Javier De Paul,20,49.9,48.3
Argentina,Cristian Gabriel Romero,20,39.6,47.0
Argentina,Nicolás Hernán Otamendi,20,45.2,26.5
Argentina,Enzo Fernandez,20,54.8,32.9
Argentina,Lionel Andrés Messi Cuccittini,20,71.1,56.4
Argentina,Nahuel Molina Lucero,20,99.5,74.6
Argentina,Rodrigo Javier De Paul,20,74.5,69.7
Argentina,Nicolás Hernán Otamendi,20,65.9,33.9
Argentina,Nicolás Hernán Otamendi,20,64.9,30.9
Argentina,Enzo Fernandez,20,68.5,23.0
Argentina,Cristian Gabriel Romero,20,54.8,41.6
Argentina,Rodrigo Javier De Paul,20,56.7,64.7
Argentina,Enzo Fernandez,20,69.6,53.8
Argentina,Ángel Fabián Di María Hernández,20,112.6,11.5
Argentina,Ángel Fabián Di María Hernández,20,115.1,11.7
France,Aurélien Djani Tchouaméni,23,46.9,44.4
France,Jules Koundé,23,40.0,62.4
France,Raphaël Varane,23,33.2,52.6
France,Theo Bernard François Hernández,23,39.0,7.0
France,Adrien Rabiot,24,87.5,7.7
France,Kylian Mbappé Lottin,24,96.5,5.1
Argentina,Cristian Gabriel Romero,24,15.5,51.7
Argentina,Ángel Fabián Di María Hernández,24,26.6,47.4
Argentina,Ángel Fabián Di María Hernández,24,29.2,46.8
Argentina,Alexis Mac Allister,24,32.4,34.4
France,Aurélien Djani Tchouaméni,24,69.8,77.2
France,Dayotchanculle Upamecano,25,34.3,66.3
France,Adrien Rabiot,25,45.2,48.5
France,Aurélien Djani Tchouaméni,25,48.0,61.8
Argentina,Alexis Mac Allister,25,55.0,19.0
Argentina,Nicolás Alejandro Tagliafico,25,55.0,13.4
Argentina,Ángel Fabián Di María Hernández,25,58.0,2.5
Argentina,Ángel Fabián Di María Hernández,25,46.3,5.5
France,Olivier Giroud,25,88.8,56.2
Argentina,Enzo Fernandez,28,74.3,56.8
Argentina,Lionel Andrés Messi Cuccittini,28,81.1,73.9
France,Ousmane Dembélé,29,82.2,55.4
Argentina,Enzo Fernandez,29,38.8,26.7
Argentina,Nahuel Molina Lucero,29,42.2,53.6
Argentina,Lionel Andrés Messi Cuccittini,29,62.5,42.9
Argentina,Alexis Mac Allister,30,91.4,29.2
Argentina,Enzo Fernandez,30,68.7,64.1
Argentina,Nicolás Alejandro Tagliafico,30,65.7,5.3
Argentina,Nicolás Hernán Otamendi,30,32.1,15.1
Argentina,Damián Emiliano Martínez,30,8.6,36.1
Argentina,Cristian Gabriel Romero,30,8.8,54.5
Argentina,Rodrigo Javier De Paul,30,36.2,51.5
Argentina,Rodrigo Javier De Paul,30,36.9,53.4
Argentina,Rodrigo Javier De Paul,31,64.4,73.5
Argentina,Lionel Andrés Messi Cuccittini,31,68.1,55.5
Argentina,Alexis Mac Allister,31,81.1,29.9
Argentina,Lionel Andrés Messi Cuccittini,31,80.7,45.1
Argentina,Ángel Fabián Di María Hernández,31,116.8,7.4
Argentina,Alexis Mac Allister,31,91.4,11.9
Argentina,Enzo Fernandez,31,87.1,18.8
Argentina,Alexis Mac Allister,31,90.8,2.5
Argentina,Lionel Andrés Messi Cuccittini,32,97.8,68.2
Argentina,Alexis Mac Allister,32,88.4,31.2
Argentina,Enzo Fernandez,32,82.2,44.0
Argentina,Enzo Fernandez,32,87.8,51.1
Argentina,Rodrigo Javier De Paul,32,90.5,70.7
Argentina,Nicolás Hernán Otamendi,32,67.2,35.0
Argentina,Cristian Gabriel Romero,32,55.0,51.3
Argentina,Enzo Fernandez,32,63.8,48.3
Argentina,Nicolás Alejandro Tagliafico,32,65.9,6.6
Argentina,Ángel Fabián Di María Hernández,32,75.8,2.3
Argentina,Alexis Mac Allister,32,92.0,15.1
Argentina,Alexis Mac Allister,33,70.9,10.2
Argentina,Ángel Fabián Di María Hernández,33,74.7,2.9
France,Jules Koundé,33,57.2,72.3
Argentina,Nicolás Alejandro Tagliafico,33,64.0,10.2
Argentina,Damián Emiliano Martínez,33,9.9,54.1
Argentina,Nahuel Molina Lucero,33,31.9,70.5
Argentina,Rodrigo Javier De Paul,33,43.7,66.2
Argentina,Enzo Fernandez,33,44.3,49.3
Argentina,Nahuel Molina Lucero,33,81.3,74.4
Argentina,Rodrigo Javier De Paul,33,67.0,71.8
Argentina,Cristian Gabriel Romero,33,42.8,62.2
Argentina,Nicolás Hernán Otamendi,33,44.3,25.8
Argentina,Enzo Fernandez,33,57.4,33.5
Argentina,Enzo Fernandez,33,56.3,25.6
Argentina,Cristian Gabriel Romero,33,44.6,41.0
Argentina,Rodrigo Javier De Paul,33,51.4,48.5
Argentina,Nicolás Hernán Otamendi,33,50.5,13.6
Argentina,Cristian Gabriel Romero,34,40.1,33.5
Argentina,Rodrigo Javier De Paul,34,55.5,44.2
Argentina,Lionel Andrés Messi Cuccittini,34,76.0,62.4
Argentina,Ángel Fabián Di María Hernández,34,101.2,8.9
Argentina,Lionel Andrés Messi Cuccittini,34,94.2,29.7
Argentina,Enzo Fernandez,34,80.3,27.7
Argentina,Nicolás Alejandro Tagliafico,34,88.4,4.6
Argentina,Enzo Fernandez,34,81.3,12.3
Argentina,Nicolás Alejandro Tagliafico,34,86.5,5.3
Argentina,Ángel Fabián Di María Hernández,34,93.7,3.8
Argentina,Enzo Fernandez,34,74.1,8.1
Argentina,Cristian Gabriel Romero,34,54.0,39.9
Argentina,Nicolás Hernán Otamendi,34,27.9,22.4
Argentina,Damián Emiliano Martínez,34,10.1,40.6
Argentina,Cristian Gabriel Romero,34,12.9,55.5
Argentina,Nahuel Molina Lucero,34,21.5,73.3
France,Kylian Mbappé Lottin,35,110.8,7.0
France,Dayotchanculle Upamecano,35,69.1,7.0
Argentina,Lionel Andrés Messi Cuccittini,35,53.1,61.8
Argentina,Julián Álvarez,35,62.5,68.2
France,Kylian Mbappé Lottin,36,56.7,12.1
France,Dayotchanculle Upamecano,37,45.4,30.3
France,Aurélien Djani Tchouaméni,37,52.7,46.2
France,Ousmane Dembélé,37,72.1,76.1
Argentina,Nicolás Alejandro Tagliafico,37,44.3,10.6
Argentina,Enzo Fernandez,37,42.0,14.1
Argentina,Alexis Mac Allister,37,37.7,9.6
Argentina,Enzo Fernandez,37,43.1,24.1
Argentina,Rodrigo Javier De Paul,37,38.1,39.7
Argentina,Nicolás Hernán Otamendi,37,33.2,24.7
Argentina,Cristian Gabriel Romero,37,25.1,45.9
Argentina,Enzo Fernandez,37,38.8,44.9
Argentina,Nicolás Hernán Otamendi,37,33.6,24.7
Argentina,Nicolás Alejandro Tagliafico,37,41.6,9.3
Argentina,Nicolás Hernán Otamendi,37,28.9,15.8
Argentina,Nicolás Alejandro Tagliafico,37,38.8,2.1
Argentina,Alexis Mac Allister,37,54.0,7.8
Argentina,Rodrigo Javier De Paul,38,45.2,49.1
Argentina,Cristian Gabriel Romero,38,26.4,48.9
France,Kylian Mbappé Lottin,38,87.3,22.2
France,Adrien Rabiot,38,94.4,21.3
Argentina,Cristian Gabriel Romero,38,25.3,58.5
Argentina,Lionel Andrés Messi Cuccittini,38,51.4,72.9
France,Dayotchanculle Upamecano,38,51.6,5.9
